beneficiary_id,first_name,last_name,gender,county,program,course,training_center,attendance_rate,completion_status,certification_status,employment_status,enrollment_date,reporting_period,status
BEN-001955,Anthony,Otieno,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,100.0,Completed,Certified,Employed,2025-05-20,Q2 2025,completed
BEN-001960,Chepkoech,Ngugi,Female,Bungoma,Vocational,Carpentry,Bungoma Technical Training Institute,81.0,Completed,Certified,Employed,2025-06-14,Q2 2025,completed
BEN-001963,Anyango,Hassan,Female,Kakamega,Vocational,Beauty Therapy,Kakamega Technical Training Institute,73.4,Completed,Certified,Unemployed,2026-01-27,Q1 2026,completed
BEN-001965,Nasieku,Njenga,Female,Kisumu,Vocational,Cooking & Catering,Kisumu Technical Training Institute,72.8,Completed,Certified,Self-Employed,2026-03-18,Q1 2026,completed
BEN-001967,John,Muthoni,male,Kisumu,Vocational,Agriculture,Kisumu Technical Training Institute,82.2,Completed,Certified,Self-Employed,2026-01-17,Q1 2026,completed
BEN-001968,Kilonzo,Mbogo,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,70.4,In Progress,Pending,Unemployed,2026-08-10,Q3 2026,active
BEN-001973,Simon,Bett,Male,Nairobi,Vocational,Welding,Nairobi TVET,91.8,In Progress,Pending,Unemployed,2026-04-04,Q2 2026,active
BEN-001979,Omondi,Maina,Male,Kiambu,Vocational,Plumbing,Thika Technical Training Institute,73.2,In Progress,Pending,Unemployed,2026-08-02,Q3 2026,active
BEN-001985,Cynthia,Koech,Female,KISII,Vocational,Agriculture,Kisii National Polytechnic,82.6,Completed,Certified,Employed,2025-03-19,Q1 2025,completed
BEN-001987,Diana,Mutiso,Female,Kakamega,Vocational,Tailoring,Kakamega Technical Training Institute,72.0,In Progress,Pending,Unemployed,2026-09-06,Q3 2026,active
BEN-001991,Faith,Nduta,Female,Mombasa,Vocational,Carpentry,Mombasa Technical Training Institute,69.5,In Progress,Pending,Unemployed,2026-09-15,Q3 2026,active
BEN-001993,Korir,Cheruiyot,Male,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,85.1,Completed,Certified,Employed,2025-12-02,Q4 2025,completed
BEN-001996,Wangari,Barasa,Female,NYERI,Vocational,Carpentry,Nyeri Technical Training Institute,67.8,In Progress,Pending,Unemployed,2026-08-04,Q3 2026,active
BEN-002009,Simon,Mbogo,Male,mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,74.2,In Progress,Pending,Self-Employed,2026-02-25,Q1 2026,active
BEN-002019,Caroline,Nyambane,Female,Nairobi,Vocational,Electrical Installation,Nairobi TVET,83.3,In Progress,Pending,Unemployed,2026-08-27,Q3 2026,active
BEN-002028,Njeri,Nyambane,Female,Meru County,Vocational,Carpentry,Meru Technical Training Institute,66.0,Completed,Certified,Employed,2025-05-19,Q2 2025,completed
BEN-002030,Otieno,Njenga,Male,Kisumu,Vocational,Welding,Kisumu Technical Training Institute,67.5,Completed,Certified,Self-Employed,2026-01-06,Q1 2026,completed
BEN-002036,Nasieku,Cheruiyot,Female,KAJIADO,Vocational,Plumbing,Mombasa Technical Training Institute,76.7,In Progress,Pending,Self-Employed,2026-09-06,Q3 2026,active
BEN-002040,Isaac,Ochieng,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,85.0,In Progress,Pending,Self-Employed,2026-09-16,Q3 2026,active
BEN-002051,Diana,Mohamed,Female,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,83.0,In Progress,Pending,Employed,2026-04-06,Q2 2026,active
BEN-002080,Kipchoge,Abdi,Male,Kiambu,Vocational,Electrical Installation,Thika Technical Training Institute,65.6,COMPLETED,Certified,Internship,2025-02-19,Q1 2025,completed
BEN-002088,Kiptoo,Kuria,Male,Kisii,Vocational,Agriculture,Kisii National Polytechnic,68.5,Dropped,Not Certified,Self-Employed,2025-08-24,Q3 2025,dropped_out
BEN-002112,Wekesa,Baya,Male,Muranga,Vocational,Electrical Installation,Kisumu Technical Training Institute,84.9,In Progress,Pending,Unemployed,2026-06-17,Q2 2026,active
BEN-002120,Kelvin,Odhiambo,Male,Bungoma,Vocational,Electrical Installation,Bungoma Technical Training Institute,68.0,In Progress,Pending,Employed,2026-04-22,Q2 2026,active
BEN-002123,Nicholas,Korir,Male,Uasin Gishu,Vocational,Tailoring,Eldoret Polytechnic,78.2,In Progress,Pending,Unemployed,2026-08-01,Q3 2026,active
BEN-002129,Baraka,Njoroge,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,83.7,In Progress,Pending,Unemployed,2026-08-10,Q3 2026,active
BEN-002135,Juma,Kiptoo,Male,Kakamega,Vocational,Carpentry,Kakamega Technical Training Institute,86.5,In Progress,Pending,Self-Employed,2026-07-01,Q3 2026,active
BEN-002137,Atieno,Rotich,F,Kakamega,Vocational,Agriculture,Kakamega Technical Training Institute,88.3,Dropped,Not Certified,Unemployed,2025-07-04,Q3 2025,dropped_out
BEN-002139,Gathoni,Kuria,Female,Machakos,Vocational,Carpentry,Machakos Institute of Technology,78.8,In Progress,Pending,Self-Employed,2026-01-23,Q1 2026,active
BEN-002140,Dennis,Gitau,MALE,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,95.3,In Progress,Pending,Self-Employed,2026-02-15,Q1 2026,active
BEN-002157,Mohamed,Ngugi,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,86.3,Completed,Certified,Employed,2025-04-04,Q2 2025,completed
BEN-002162,Zawadi,Omondi,Female,Bungoma,Vocational Program,Beauty Therapy,Bungoma Technical Training Institute,78.0,In Progress,Pending,Unemployed,2025-10-01,Q4 2025,active
BEN-002163,Otieno,Nyambane,Male,Kakamega County,Vocational,Cooking & Catering,Kakamega Technical Training Institute,81.7,In Progress,Pending,Employed,2025-12-29,Q4 2025,active
BEN-002172,Cynthia,Kuria,Female,Nairobi,Vocational,Welding,Nairobi TVET,87.2,In Progress,Pending,Unemployed,2026-01-01,Q1 2026,active
BEN-002181,Mohamed,Muthoni,M,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,76.2,In Progress,Pending,Unemployed,2026-09-25,Q3 2026,active
BEN-002182,Juma,Hassan,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,100.0,COMPLETED,Certified,Employed,2025-11-02,Q4 2025,completed
BEN-002187,Nyambura,Mwangi,Female,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,76.0,In Progress,Pending,Self-Employed,2026-04-06,Q2 2026,active
BEN-002194,Samuel,Mutiso,Male,Kisumu,Vocational,Plumbing,Kisumu Technical Training Institute,78.0,In Progress,Pending,Employed,2026-06-15,Q2 2026,active
BEN-002202,Wanjiku,Wekesa,Female,NAIROBI,Vocational,Electrical Installation,Nairobi TVET,87.2,In Progress,Pending,Unemployed,2025-12-14,Q4 2025,active
BEN-002210,Esther,Onyango,Female,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,76.9,Completed,Certified,Employed,2025-11-28,Q4 2025,completed
BEN-002217,Barasa,Barasa,Male,Kajiado,Vocational,Tailoring,Kisii National Polytechnic,76.7,COMPLETED,Certified,Unemployed,2025-09-25,Q3 2025,completed
BEN-002218,Faith,Musyoka,female,Machakos,Vocational,Beauty Therapy,Machakos Institute of Technology,82.7,In Progress,Pending,Unemployed,2026-02-16,Q1 2026,active
BEN-002219,Juma,Achieng,male,Kiambu,Vocational,Welding,Thika Technical Training Institute,80.0,Completed,Certified,Internship,2025-11-10,Q4 2025,completed
BEN-002220,Joy,Ngugi,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,68.6,In Progress,Pending,Unemployed,2026-06-26,Q2 2026,active
BEN-002223,Samuel,Bett,Male,Meru,Vocational,Electrical Installation,Meru Technical Training Institute,94.4,In Progress,Pending,Self-Employed,2026-08-26,Q3 2026,active
BEN-002225,Kelvin,Koech,Male,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,64.0,dropped out,Not Certified,Self-Employed,2025-11-10,Q4 2025,dropped_out
BEN-002230,Kiptoo,Matano,Male,Meru,Vocational,Agriculture,Meru Technical Training Institute,82.9,Completed,Certified,Self-Employed,2026-02-13,Q1 2026,completed
BEN-002243,Kagure,Nduta,F,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,94.9,Dropped,Not Certified,Unemployed,2025-09-19,Q3 2025,dropped_out
BEN-002252,Awuor,Bett,female,KISUMU,Vocational,Agriculture,Kisumu Technical Training Institute,73.4,In Progress,Pending,Unemployed,2026-08-15,Q3 2026,active
BEN-002261,Wanjiru,Kimani,FEMALE,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,68.8,Dropped,Not Certified,Unemployed,2025-09-23,Q3 2025,dropped_out
BEN-002265,Neema,Musyoka,female,Machakos,Vocational,Electrical Installation,Machakos Institute of Technology,64.7,In Progress,Pending,Unemployed,2026-07-19,Q3 2026,active
BEN-002266,Kamau,Njenga,Male,Kiambu,Vocational,Electrical Installation,Thika Technical Training Institute,90.8,In Progress,Pending,Self-Employed,2026-01-24,Q1 2026,active
BEN-002274,Jerop,Maina,Female,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,78.2,Dropped,Not Certified,Unemployed,2025-10-15,Q4 2025,dropped_out
BEN-002284,Wanjiku,Chebet,Female,Kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,74.3,Completed,Pending,Employed,2025-07-28,Q3 2025,completed
BEN-002285,Mumbi,Baya,Female,Kisumu,Vocational,Cooking & Catering,Kisumu Technical Training Institute,66.5,In Progress,Pending,Self-Employed,2026-05-03,Q2 2026,active
BEN-002302,Omondi,Baya,Male,Bungoma,Vocational,Hairdressing,Bungoma Technical Training Institute,70.9,In Progress,Pending,Unemployed,2026-03-16,Q1 2026,active
BEN-002311,Cherono,Abdi,Female,Nairobi,Vocational,Agriculture,Nairobi TVET,100.0,Completed,Certified,Self-Employed,2025-12-20,Q4 2025,completed
BEN-002315,Wanjiku,Kimani,F,Kajiado,Vocational,Electrical Installation,Nairobi TVET,78.8,Dropped,Not Certified,Self-Employed,2025-09-03,Q3 2025,dropped_out
BEN-002323,Caroline,Abdi,Female,Kisumu,Vocational,Hairdressing,Kisumu Technical Training Institute,81.0,In Progress,Pending,Employed,2026-07-22,Q3 2026,active
BEN-002328,Ali,Kiptoo,Male,Mombasa,Vocational,Beauty Therapy,Mombasa Technical Training Institute,70.4,COMPLETED,Certified,Employed,2025-01-28,Q1 2025,completed
BEN-002334,Wanjiku,Achieng,Female,Machakos,Vocational,Electrical Installation,Machakos Institute of Technology,96.0,Completed,Certified,Unemployed,2025-06-07,Q2 2025,completed
BEN-002338,Wanjiru,Bett,Female,Nairobi County,Vocational,Cooking & Catering,Nairobi TVET,80.1,In Progress,Pending,Self-Employed,2026-05-28,Q2 2026,active
BEN-002350,Cynthia,Matano,Female,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,68.4,Completed,Certified,Employed,2025-07-21,Q3 2025,completed
BEN-002353,Cynthia,Mutua,Female,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,88.0,Completed,Pending,Self-Employed,2025-08-23,Q3 2025,completed
BEN-002368,Faith,Baya,Female,Bungoma,Vocational,Agriculture,Bungoma Technical Training Institute,85.3,Completed,Certified,Internship,2025-07-06,Q3 2025,completed
BEN-002370,Zawadi,Cheruiyot,Female,Machakos,Vocational,Cooking & Catering,Machakos Institute of Technology,65.9,Completed,Certified,Employed,2025-08-25,Q3 2025,completed
BEN-002375,Kilonzo,Kilonzo,Male,Kajiado,Vocational,Electrical Installation,Kisii National Polytechnic,100.0,Dropped,Not Certified,Unemployed,2025-04-19,Q2 2025,dropped_out
BEN-002377,Wanjiku,Gitau,Female,Kakamega,Vocational,Hairdressing,Kakamega Technical Training Institute,77.3,Dropped,Not Certified,Self-Employed,2025-09-10,Q3 2025,dropped_out
BEN-002379,Mumbi,Omondi,Female,Kisii,Vocational,Electrical Installation,Kisii National Polytechnic,72.2,Completed,Certified,Unemployed,2025-04-15,Q2 2025,completed
BEN-002380,Faith,Barasa,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,82.1,In Progress,Pending,Unemployed,2026-06-04,Q2 2026,active
BEN-002381,Baraka,Kuria,Male,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,75.7,In Progress,Pending,Unemployed,2026-08-25,Q3 2026,active
BEN-002385,Mercy,Odhiambo,Female,Kisumu,Vocational,Cooking & Catering,Kisumu Technical Training Institute,78.6,In Progress,Pending,Employed,2026-09-20,Q3 2026,active
BEN-002398,Juma,Rotich,Male,Muranga,Vocational,Agriculture,Kilifi Vocational Training Centre,95.4,Completed,Pending,Self-Employed,2026-02-20,Q1 2026,completed
BEN-002403,Brenda,Kilonzo,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,92.5,In Progress,Pending,Self-Employed,2026-01-29,Q1 2026,active
BEN-002406,Barasa,Abdi,Male,Nairobi,Vocational,Agriculture,Nairobi TVET,95.4,Completed,Pending,Self-Employed,2025-12-09,Q4 2025,completed
BEN-002410,David,Omondi,Male,Kisii,Vocational,Motor Vehicle Mechanics,Kisii National Polytechnic,85.9,Completed,Certified,Employed,2025-04-01,Q2 2025,completed
BEN-002414,Gathoni,Korir,Female,Muranga,Vocational,Motor Vehicle Mechanics,Mombasa Technical Training Institute,97.0,Completed,Certified,Self-Employed,2025-07-28,Q3 2025,completed
BEN-002416,Wanjiru,Omondi,Female,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,92.9,In Progress,Pending,Self-Employed,2026-05-06,Q2 2026,active
BEN-002417,Kamau,Muthoni,Male,Kiambu,Vocational,Agriculture,Thika Technical Training Institute,100.0,COMPLETED,Certified,Unemployed,2025-12-17,Q4 2025,completed
BEN-002434,Cheruiyot,Ochieng,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,86.4,In Progress,Pending,Unemployed,2026-03-24,Q1 2026,active
BEN-002438,Jerop,Mohamed,Female,Nakuru,Vocational,Beauty Therapy,Nakuru Vocational Training Centre,65.3,Completed,Certified,Self-Employed,2025-11-06,Q4 2025,completed
BEN-002439,Sharon,Kilonzo,Female,Meru,Vocational,Tailoring,Meru Technical Training Institute,72.2,Completed,Certified,Unemployed,2025-10-05,Q4 2025,completed
BEN-002441,Rotich,Wafula,Male,Kisumu,Vocational,Beauty Therapy,Kisumu Technical Training Institute,65.0,Completed,Pending,Unemployed,2025-06-05,Q2 2025,completed
BEN-002447,Kamau,Ochieng,Male,nairobi,Vocational,Cooking & Catering,Nairobi TVET,90.1,Dropped,Not Certified,Unemployed,2025-09-17,Q3 2025,dropped_out
BEN-002448,Nkatha,Kimani,Female,Kajiado,Vocational,Hairdressing,Nairobi TVET,75.5,In Progress,Pending,Unemployed,2026-09-03,Q3 2026,active
BEN-002459,Cynthia,Bett,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,86.6,In Progress,Pending,Self-Employed,2026-01-07,Q1 2026,active
BEN-002461,Brenda,Odhiambo,Female,Kajiado,Vocational,Cooking & Catering,Thika Technical Training Institute,79.6,Dropped,Not Certified,Unemployed,2026-02-02,Q1 2026,dropped_out
BEN-002463,Chepkoech,Wafula,Female,Bungoma,Vocational,Tailoring,Bungoma Technical Training Institute,59.4,In Progress,Pending,Employed,2026-05-13,Q2 2026,active
BEN-002479,Cynthia,Mwakio,Female,Nairobi,Vocational,Agriculture,Nairobi TVET,74.6,In Progress,Pending,Employed,2026-04-26,Q2 2026,active
BEN-002491,Brenda,Mutua,Female,Machakos,Vocational,Electrical Installation,Machakos Institute of Technology,91.5,dropped out,Not Certified,Unemployed,2025-07-15,Q3 2025,dropped_out
BEN-002502,Cheruiyot,Katana,Male,MOMBASA,Vocational,Carpentry,Mombasa Technical Training Institute,81.0,In Progress,Pending,Self-Employed,2026-08-07,Q3 2026,active
BEN-002511,Abdi,Gitau,Male,Nairobi,Vocational,Welding,Nairobi TVET,76.0,In Progress,Pending,Self-Employed,2026-05-01,Q2 2026,active
BEN-002513,Halima,Otieno,Female,Nakuru,Vocational,Tailoring,Nakuru Vocational Training Centre,60.3,In Progress,Pending,Self-Employed,2026-09-09,Q3 2026,active
BEN-002517,Atieno,Wafula,Female,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,76.3,Completed,Certified,Unemployed,2026-03-02,Q1 2026,completed
BEN-002544,Cherono,Chebet,Female,Meru,Vocational,Hairdressing,Meru Technical Training Institute,89.7,Completed,Certified,Internship,2025-07-24,Q3 2025,completed
BEN-002554,Nicholas,Mwangi,Male,Nakuru,Vocational,Tailoring,Nakuru Vocational Training Centre,79.4,In Progress,Pending,Unemployed,2026-06-22,Q2 2026,active
BEN-002579,Otieno,Abdi,Male,NYERI,Vocational,Beauty Therapy,Nyeri Technical Training Institute,54.7,In Progress,Pending,Unemployed,2026-09-19,Q3 2026,active
BEN-002592,Jerop,Kuria,Female,uasin gishu,Vocational,Cooking & Catering,Eldoret Polytechnic,81.5,Completed,Certified,Employed,2025-04-04,Q2 2025,completed
BEN-002617,Boniface,Mutiso,Male,Kiambu,Vocational,Beauty Therapy,Thika Technical Training Institute,92.9,Completed,Certified,Employed,2025-07-10,Q3 2025,completed
BEN-002621,Daniel,Mbogo,Male,Machakos,Vocational,Carpentry,Machakos Institute of Technology,75.9,In Progress,Pending,Self-Employed,2026-06-13,Q2 2026,active
BEN-002624,Kelvin,Mutiso,M,Kakamega,Vocational,Plumbing,Kakamega Technical Training Institute,83.6,Completed,Certified,Self-Employed,2025-12-07,Q4 2025,completed
BEN-002635,Wangari,Gitau,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,87.4,In Progress,Pending,Employed,2026-07-13,Q3 2026,active
BEN-002636,Boniface,Chebet,Male,Nairobi,Vocational,Welding,Nairobi TVET,79.1,In Progress,Pending,Employed,2026-05-25,Q2 2026,active
BEN-002641,Victor,Hassan,Male,Bungoma,Vocational,Motor Vehicle Mechanics,Bungoma Technical Training Institute,78.3,In Progress,Pending,Self-Employed,2026-03-22,Q1 2026,active
BEN-002643,Diana,Nyambane,Female,uasin gishu,Vocational,Hairdressing,Eldoret Polytechnic,100.0,In Progress,Pending,Self-Employed,2026-09-24,Q3 2026,active
BEN-002644,Peter,Wanjiku,Male,Nakuru,Vocational,Motor Vehicle Mechanics,Nakuru Vocational Training Centre,70.0,Completed,Pending,Employed,2025-02-14,Q1 2025,completed
BEN-002649,Kendi,Kiptoo,Female,NAIROBI,Vocational,Welding,Nairobi TVET,88.6,In Progress,Pending,Unemployed,2026-04-14,Q2 2026,active
BEN-002656,John,Korir,Male,MACHAKOS,Vocational,Cooking & Catering,Machakos Institute of Technology,65.5,In Progress,Pending,Employed,2026-05-05,Q2 2026,active
BEN-002661,Juma,Ochieng,male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,83.3,In Progress,Pending,Employed,2025-11-29,Q4 2025,active
BEN-002663,Cherono,Cheruiyot,Female,Kisumu,Vocational,Beauty Therapy,Kisumu Technical Training Institute,65.3,Completed,Certified,Unemployed,2026-03-28,Q1 2026,completed
BEN-002674,Chebet,Mbogo,Female,Nyeri,Vocational,Hairdressing,Nyeri Technical Training Institute,92.5,Dropped,Not Certified,Unemployed,2025-10-08,Q4 2025,dropped_out
BEN-002678,Cynthia,Cheruiyot,Female,Nakuru,Vocational,Cooking & Catering,Nakuru Vocational Training Centre,73.9,In Progress,Pending,Unemployed,2026-04-01,Q2 2026,active
BEN-002679,Vincent,Onyango,Male,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,76.4,In Progress,Pending,Employed,2025-12-22,Q4 2025,active
BEN-002680,Awuor,Gitau,Female,Mombasa County,Vocational,Carpentry,Mombasa Technical Training Institute,91.2,In Progress,Pending,Unemployed,2026-04-29,Q2 2026,active
BEN-002691,Emily,Kuria,Female,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,94.2,Completed,Certified,Unemployed,2025-07-04,Q3 2025,completed
BEN-002701,Peter,Abdi,Male,NAKURU,Vocational,Plumbing,Nakuru Vocational Training Centre,84.6,In Progress,Pending,Self-Employed,2026-08-26,Q3 2026,active
BEN-002709,Francis,Kuria,Male,Nakuru,Vocational,Electrical Installation,Nakuru Vocational Training Centre,69.2,In Progress,Pending,Unemployed,2026-09-17,Q3 2026,active
BEN-002712,Patrick,Kamau,Male,Nairobi County,Vocational,Agriculture,Nairobi TVET,69.9,dropped out,Not Certified,Self-Employed,2025-10-14,Q4 2025,dropped_out
BEN-002715,Wangari,Onyango,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,85.1,In Progress,Pending,Unemployed,2026-01-16,Q1 2026,active
BEN-002716,Chepkoech,Mwakio,Female,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,90.0,Completed,Certified,Unemployed,2025-02-12,Q1 2025,completed
BEN-002718,Nicholas,Bett,Male,Nairobi,Vocational,Electrical Installation,Nairobi TVET,82.6,Dropped,Not Certified,Self-Employed,2026-03-11,Q1 2026,dropped_out
BEN-002721,Emily,Korir,Female,Kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,89.4,Completed,Certified,Self-Employed,2025-01-31,Q1 2025,completed
BEN-002722,Abdi,Koech,Male,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,98.7,Completed,Certified,Self-Employed,2025-02-27,Q1 2025,completed
BEN-002725,Jerop,Baya,Female,Uasin Gishu,Vocational,Plumbing,Eldoret Polytechnic,77.3,dropped out,Not Certified,Unemployed,2025-05-31,Q2 2025,dropped_out
BEN-002748,Diana,Kuria,Female,Kakamega,Vocational,Agriculture,Kakamega Technical Training Institute,79.3,In Progress,Pending,Employed,2026-07-28,Q3 2026,active
BEN-002753,Odhiambo,Odhiambo,Male,Kakamega,Vocational,Cooking & Catering,Kakamega Technical Training Institute,61.3,In Progress,Pending,Unemployed,2026-05-24,Q2 2026,active
BEN-002754,Gathoni,Muthoni,Female,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,56.1,In Progress,Pending,Self-Employed,2026-07-23,Q3 2026,active
BEN-002756,Gathoni,Koech,Female,Kajiado,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,84.8,In Progress,Pending,Employed,2026-06-18,Q2 2026,active
BEN-002781,Grace,Maina,Female,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,65.1,Dropped,Not Certified,Self-Employed,2025-01-21,Q1 2025,dropped_out
BEN-002784,Beatrice,Otieno,Female,Kilifi,Vocational,Tailoring,Kilifi Vocational Training Centre,81.2,In Progress,Pending,Unemployed,2026-02-16,Q1 2026,active
BEN-002789,Diana,Mohamed,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,96.9,Completed,Certified,Self-Employed,2025-09-15,Q3 2025,completed
BEN-002792,Nicholas,Mohamed,Male,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,68.7,complete,Certified,Employed,2025-11-24,Q4 2025,completed
BEN-002799,Abdi,Omondi,Male,MURANGA,Vocational,Agriculture,Kilifi Vocational Training Centre,100.0,In Progress,Pending,Employed,2026-02-15,Q1 2026,active
BEN-002808,Njeri,Owino,Female,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,74.7,In Progress,Pending,Employed,2026-07-16,Q3 2026,active
BEN-002820,Purity,Charo,Female,Kisumu,Vocational,Carpentry,Kisumu Technical Training Institute,78.7,Completed,Pending,Unemployed,2025-11-24,Q4 2025,completed
BEN-002823,Jerop,Korir,Female,Nairobi,Vocational,Electrical Installation,Nairobi TVET,100.0,In Progress,Pending,Employed,2026-09-15,Q3 2026,active
BEN-002829,Patrick,Hassan,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,94.0,Dropped,Not Certified,Unemployed,2025-08-27,Q3 2025,dropped_out
BEN-002831,David,Koech,Male,Nairobi,Vocational,Welding,Nairobi TVET,85.9,Dropped,Not Certified,Self-Employed,2025-08-04,Q3 2025,dropped_out
BEN-002838,Mohamed,Katana,Male,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,79.1,Completed,Pending,Self-Employed,2026-03-28,Q1 2026,completed
BEN-002841,Amina,Mwangi,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,86.4,Completed,Certified,Unemployed,2025-09-12,Q3 2025,completed
BEN-002853,Grace,Wafula,f,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,79.0,In Progress,Pending,Unemployed,2026-03-08,Q1 2026,active
BEN-002864,Anthony,Ngugi,Male,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,86.3,Completed,Certified,Employed,2025-10-15,Q4 2025,completed
BEN-002867,Diana,Mutua,Female,Muranga,Vocational,Tailoring,Mombasa Technical Training Institute,82.0,Dropped,Not Certified,Unemployed,2026-03-29,Q1 2026,dropped_out
BEN-002868,Gathoni,Baya,Female,Nairobi,Vocational,Agriculture,Nairobi TVET,100.0,In Progress,Pending,Unemployed,2026-08-12,Q3 2026,active
BEN-002872,Atieno,Wafula,Female,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,92.5,In Progress,Pending,Self-Employed,2025-12-29,Q4 2025,active
BEN-002876,Brenda,Achieng,Female,Nakuru,Vocational,Hairdressing,Nakuru Vocational Training Centre,83.4,In Progress,Pending,Unemployed,2026-06-03,Q2 2026,active
BEN-002898,John,Musyoka,Male,Nyeri,Vocational,Motor Vehicle Mechanics,Nyeri Technical Training Institute,82.1,Completed,Certified,Employed,2025-11-05,Q4 2025,completed
BEN-002913,Mercy,Wekesa,Female,Kisii,Vocational,Tailoring,Kisii National Polytechnic,92.5,COMPLETED,Certified,Employed,2025-06-18,Q2 2025,completed
BEN-002922,Brian,Katana,M,Meru,Vocational,Cooking & Catering,Meru Technical Training Institute,58.4,Completed,Certified,Unemployed,2025-09-29,Q3 2025,completed
BEN-002929,Diana,Nyambane,Female,Kilifi,Vocational,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,65.5,In Progress,Pending,Unemployed,2026-07-28,Q3 2026,active
BEN-002950,Nkatha,Matano,Female,Muranga,Vocational,Electrical Installation,Mombasa Technical Training Institute,74.6,Completed,Certified,Unemployed,2025-11-21,Q4 2025,completed
BEN-002970,Njeri,Njoroge,Female,Nakuru,Vocational,Cooking & Catering,Nakuru Vocational Training Centre,70.1,Completed,Certified,Unemployed,2025-03-23,Q1 2025,completed
BEN-002973,Zawadi,Owino,Female,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,89.5,In Progress,Pending,Unemployed,2026-05-09,Q2 2026,active
BEN-002977,Joseph,Koech,Male,Kajiado,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,74.6,In Progress,Pending,Employed,2026-06-28,Q2 2026,active
BEN-002978,Joseph,Cheruiyot,Male,Kiambu,Vocational,Hairdressing,Thika Technical Training Institute,73.4,In Progress,Pending,Self-Employed,2026-06-16,Q2 2026,active
BEN-002995,Jerop,Hassan,Female,Kisumu,Vocational,Cooking & Catering,Kisumu Technical Training Institute,80.4,Dropped,Not Certified,Unemployed,2026-03-15,Q1 2026,dropped_out
BEN-002997,Cynthia,Owino,Female,Kakamega,Vocational,Motor Vehicle Mechanics,Kakamega Technical Training Institute,61.1,In Progress,Pending,Unemployed,2026-07-29,Q3 2026,active
BEN-003004,Timothy,Kariuki,Male,Meru,Vocational,Hairdressing,Meru Technical Training Institute,65.6,Completed,Certified,Employed,2025-11-26,Q4 2025,completed
BEN-003005,Faith,Onyango,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,80.8,In Progress,Pending,Self-Employed,2026-06-27,Q2 2026,active
BEN-003006,Peter,Njoroge,Male,Kiambu,Vocational,Cooking & Catering,Thika Technical Training Institute,94.1,Completed,Certified,Self-Employed,2025-07-07,Q3 2025,completed
