beneficiary_id,first_name,last_name,gender,county,program,institution,education_level,academic_year,attendance_rate,performance_score,completion_status,enrollment_date,reporting_period,status
BEN-001043,Korir,Owino,Male,Machakos,Scholarship,University of Nairobi,Bachelor,2025/2026,81.3,80.7,Completed,2025-10-02,Q4 2025,completed
BEN-001044,Kevin,Korir,Male,Muranga,Scholarship,Mount Kenya University,Bachelor,2024/2025,94.8,86.5,Completed,2025-01-09,Q1 2025,completed
BEN-001046,Daniel,Korir,Male,Kiambu,Scholarship,Moi University,Bachelor,2025/2026,72.3,72.3,In Progress,2025-10-28,Q4 2025,active
BEN-001048,Joy,Mbogo,Female,Kisumu,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,87.7,59.9,In Progress,2026-05-04,Q2 2026,active
BEN-001050,Brian,Nyambane,Male,Meru,Scholarship,Strathmore University,Diploma,2024/2025,81.7,68.0,Completed,2025-02-08,Q1 2025,completed
BEN-001051,Simon,Koech,Male,kajiado,Scholarship,University of Nairobi,Bachelor,2025/2026,79.3,56.0,In Progress,2026-01-10,Q1 2026,active
BEN-001052,Wanjiru,Onyango,Female,Kisii,Scholarship,Africa Nazarene University,Diploma,2025/2026,74.3,45.7,Completed,2026-01-13,Q1 2026,completed
BEN-001054,Nyambura,Abdi,Female,bungoma,Scholarship,Daystar University,Bachelor,2025/2026,83.8,70.7,In Progress,2026-04-14,Q2 2026,active
BEN-001056,Nyambura,Kariuki,Female,Kakamega,Scholarship,Strathmore University,Bachelor,2026/2027,66.5,57.8,In Progress,2026-09-07,Q3 2026,active
BEN-001060,Mohamed,Nyambane,Male,Mombasa,Scholarship,Moi University,Master,2025/2026,91.9,52.4,In Progress,2026-05-03,Q2 2026,active
BEN-001063,Atieno,Gitau,Female,Nakuru County,Scholarship,Africa Nazarene University,Bachelor,2025/2026,84.7,68.8,Completed,2025-10-31,Q4 2025,completed
BEN-001065,Faith,Kimani,Female,Nyeri,Scholarship,Daystar University,Master,2024/2025,100.0,98.5,Completed,2025-05-15,Q2 2025,completed
BEN-001066,Korir,Njenga,Male,Machakos,Scholarship,Daystar University,Bachelor,2025/2026,80.1,52.5,In Progress,2026-08-01,Q3 2026,active
BEN-001068,Atieno,Ngugi,Female,Kajiado,Scholarship,Strathmore University,Bachelor,2024/2025,100.0,58.3,Completed,2025-03-21,Q1 2025,completed
BEN-001071,Omondi,Abdi,Male,MACHAKOS,Scholarship,Mount Kenya University,Master,2024/2025,67.0,60.0,Completed,2025-08-29,Q3 2025,completed
BEN-001081,Boniface,Otieno,Male,Kakamega,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,77.9,52.4,In Progress,2026-06-14,Q2 2026,active
BEN-001084,Joseph,Gitau,Male,Bungoma,Scholarship,Moi University,Master,2024/2025,67.0,52.1,Completed,2025-04-09,Q2 2025,completed
BEN-001090,Vincent,Nyambane,Male,Kakamega,Scholarship,Kenyatta University,Diploma,2026/2027,76.0,54.8,In Progress,2026-09-30,Q3 2026,active
BEN-001093,Purity,Cheruiyot,Female,Kilifi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,70.5,68.1,Dropped,2025-11-14,Q4 2025,dropped_out
BEN-001099,Kagure,Kamau,Female,Nakuru,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,80.8,75.7,In Progress,2026-06-02,Q2 2026,active
BEN-001101,Beatrice,Nduta,Female,Meru,Scholarship,University of Nairobi,Bachelor,2025/2026,92.6,49.9,In Progress,2025-12-14,Q4 2025,active
BEN-001103,Gathoni,Cheruiyot,Female,Nairobi,Scholarship,Mount Kenya University,Diploma,2024/2025,87.6,81.8,Completed,2025-06-19,Q2 2025,completed
BEN-001104,Atieno,Wafula,Female,Nairobi,Scholarship,Daystar University,Bachelor,2025/2026,92.9,91.2,In Progress,2026-05-28,Q2 2026,active
BEN-001106,Jerop,Nyambane,Female,Kakamega,Scholarship,Daystar University,Bachelor,2025/2026,70.8,64.2,In Progress,2026-07-17,Q3 2026,active
BEN-001108,Simon,Koech,Male,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,93.6,73.3,In Progress,2026-02-19,Q1 2026,active
BEN-001115,Abdi,Achieng,MALE,Kisumu,Scholarship,Kenyatta University,Diploma,2025/2026,69.0,51.4,Dropped,2025-11-21,Q4 2025,dropped_out
BEN-001116,Mercy,Koech,Female,Kiambu,Scholarship,Mount Kenya University,Diploma,2025/2026,79.1,57.2,In Progress,2026-08-13,Q3 2026,active
BEN-001123,David,Ngugi,Male,Meru,Scholarship,Strathmore University,Diploma,2024/2025,79.9,65.7,Completed,2025-05-21,Q2 2025,completed
BEN-001124,Kipchoge,Muthoni,Male,Nairobi,Scholarship,Mount Kenya University,Bachelor,2025/2026,99.8,90.3,In Progress,2026-06-17,Q2 2026,active
BEN-001128,Isaac,Wanjiku,Male,Kisumu,Scholarship,Maseno University,Diploma,2025/2026,70.6,62.9,Completed,2025-09-27,Q3 2025,completed
BEN-001130,Chebet,Maina,F,Kakamega,Scholarship,Africa Nazarene University,Bachelor,2024/2025,90.8,42.0,dropped out,2025-08-06,Q3 2025,dropped_out
BEN-001131,Boniface,Abdi,Male,Kisumu,Scholarship,Strathmore University,Bachelor,2025/2026,73.0,39.7,In Progress,2026-07-22,Q3 2026,active
BEN-001132,Kendi,Kariuki,Female,Kilifi,Scholarship,Mount Kenya University,Bachelor,2026/2027,91.1,64.4,In Progress,2026-09-13,Q3 2026,active
BEN-001137,Nasieku,Achieng,Female,Nairobi,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,98.9,70.5,Completed,2025-10-25,Q4 2025,completed
BEN-001139,Mohamed,Baya,Male,Kisumu,Scholarship,Catholic University of Eastern Africa,Diploma,2025/2026,91.9,83.4,In Progress,2026-01-02,Q1 2026,active
BEN-001141,Cherono,Wafula,Female,Kisumu,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,53.6,64.2,In Progress,2026-05-12,Q2 2026,active
BEN-001144,Timothy,Musyoka,Male,Mombasa,Scholarship,Moi University,Bachelor,2025/2026,100.0,55.3,In Progress,2026-08-14,Q3 2026,active
BEN-001146,Grace,Ochieng,Female,Uasin Gishu,Scholarship,Moi University,Diploma,2024/2025,63.2,56.6,DROPPED,2025-04-01,Q2 2025,dropped_out
BEN-001153,Onyango,Mohamed,Male,Kiambu,Scholarship,Jomo Kenyatta University,Bachelor,2026/2027,88.3,57.3,In Progress,2026-09-10,Q3 2026,active
BEN-001154,Musyoka,Baya,Male,Nairobi,Scholarship,Strathmore University,Master,2025/2026,100.0,74.3,Dropped,2026-02-09,Q1 2026,dropped_out
BEN-001158,Anthony,Abdi,Male,MERU,Scholarship,Mount Kenya University,Diploma,2024/2025,86.0,51.5,Completed,2025-07-07,Q3 2025,completed
BEN-001165,Dennis,Nyambane,Male,Kakamega,Scholarship,Moi University,Bachelor,2025/2026,61.7,76.3,In Progress,2026-08-29,Q3 2026,active
BEN-001168,Musyoka,Koech,Male,Nairobi,Scholarship,Kenyatta University,Master,2025/2026,69.1,84.0,In Progress,2026-06-23,Q2 2026,active
BEN-001169,Nyambura,Baya,Female,Kisii County,Scholarship,Africa Nazarene University,Master,2025/2026,83.2,63.4,In Progress,2025-11-19,Q4 2025,active
BEN-001170,Patrick,Mwakio,Male,Kisumu,Scholarship,Strathmore University,Bachelor,2025/2026,74.3,60.0,In Progress,2026-07-30,Q3 2026,active
BEN-001171,Esther,Matano,Female,Meru,Scholarship,Strathmore University,Bachelor,2025/2026,78.9,76.7,In Progress,2026-01-09,Q1 2026,active
BEN-001176,Joy,Nduta,Female,Bungoma,Scholarship,Moi University,Bachelor,2025/2026,80.6,80.8,Completed,2025-10-30,Q4 2025,completed
BEN-001179,Jerop,Korir,Female,Kakamega,Scholarship,Jomo Kenyatta University,Diploma,2024/2025,74.3,55.5,Dropped,2025-01-06,Q1 2025,dropped_out
BEN-001184,Wanjiku,Omondi,female,Kisumu,Scholarship,Mount Kenya University,Bachelor,2024/2025,79.9,42.9,Completed,2025-01-02,Q1 2025,completed
BEN-001186,Wekesa,Ngugi,M,Nakuru,Scholarship,Kenyatta University,Bachelor,2025/2026,84.3,56.4,In Progress,2026-08-09,Q3 2026,active
BEN-001188,Musyoka,Mbogo,Male,Nyeri,Scholarship,Maseno University,Diploma,2025/2026,74.6,57.2,In Progress,2026-06-18,Q2 2026,active
BEN-001194,Baraka,Charo,Male,Kilifi,Scholarship,Kenyatta University,Bachelor,2025/2026,71.8,69.2,In Progress,2026-05-29,Q2 2026,active
BEN-001198,Emily,Achieng,F,Kiambu,Scholarship,Maseno University,Diploma,2024/2025,77.6,73.7,Completed,2025-07-11,Q3 2025,completed
BEN-001202,David,Juma,Male,Kiambu,Scholarship,Mount Kenya University,Bachelor,2025/2026,100.0,74.0,Completed,2025-10-04,Q4 2025,completed
BEN-001204,Rotich,Mwakio,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,89.3,84.4,complete,2025-11-13,Q4 2025,completed
BEN-001206,Cherono,Muthoni,Female,Nairobi,Scholarship,University of Nairobi,Bachelor,2026/2027,95.7,64.7,In Progress,2026-09-16,Q3 2026,active
BEN-001208,Halima,Korir,Female,Nairobi,Scholarship,Mount Kenya University,Bachelor,2025/2026,86.5,43.0,In Progress,2026-07-20,Q3 2026,active
BEN-001209,Baraka,Kilonzo,Male,Kisumu,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,64.9,67.7,Completed,2025-04-03,Q2 2025,completed
BEN-001213,Gathoni,Mwakio,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2025/2026,93.4,79.8,Completed,2025-10-21,Q4 2025,completed
BEN-001215,Timothy,Barasa,m,Kisumu,Scholarship,Maseno University,Bachelor,2024/2025,74.2,64.3,Completed,2025-08-30,Q3 2025,completed
BEN-001221,Rotich,Korir,Male,Kajiado,Scholarship,University of Nairobi,Bachelor,2026/2027,87.4,69.6,In Progress,2026-09-08,Q3 2026,active
BEN-001222,Ali,Hassan,Male,Kakamega,Scholarship,Kenyatta University,Bachelor,2024/2025,68.7,79.3,Completed,2025-05-15,Q2 2025,completed
BEN-001224,Nasieku,Wanjiku,Female,Nairobi,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,89.2,57.2,In Progress,2026-05-19,Q2 2026,active
BEN-001226,Chebet,Nduta,Female,Meru,Scholarship,University of Nairobi,Diploma,2025/2026,92.4,87.9,In Progress,2026-03-19,Q1 2026,active
BEN-001228,Korir,Abdi,Male,Kisumu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,79.9,73.3,In Progress,2026-02-09,Q1 2026,active
BEN-001232,Akinyi,Wekesa,Female,Kiambu,Scholarship,Kenyatta University,Diploma,2025/2026,86.1,78.7,Completed,2025-09-13,Q3 2025,completed
BEN-001240,Samuel,Mutua,Male,Kiambu,Scholarship,Mount Kenya University,Diploma,2025/2026,90.9,63.7,In Progress,2026-04-16,Q2 2026,active
BEN-001243,Sharon,Koech,Female,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,70.2,88.7,In Progress,2026-06-22,Q2 2026,active
BEN-001244,Chebet,Kamau,Female,kiambu,Scholarship,University of Nairobi,Bachelor,2024/2025,94.4,61.1,complete,2025-08-18,Q3 2025,completed
BEN-001245,Kevin,Abdi,Male,Nakuru,Scholarship,Mount Kenya University,Bachelor,2024/2025,92.4,58.0,DROPPED,2025-02-12,Q1 2025,dropped_out
BEN-001248,Samuel,Abdi,Male,Nyeri,Scholarship,Maseno University,Diploma,2025/2026,92.3,66.0,In Progress,2025-11-03,Q4 2025,active
BEN-001252,Chepkoech,Katana,Female,Bungoma,Scholarship,Mount Kenya University,Bachelor,2025/2026,95.3,63.0,In Progress,2026-01-06,Q1 2026,active
BEN-001254,Collins,Nduta,male,Kisumu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,80.7,36.3,In Progress,2025-12-16,Q4 2025,active
BEN-001255,Korir,Juma,Male,Kakamega,Scholarship,Mount Kenya University,Master,2025/2026,90.8,75.9,Completed,2026-03-06,Q1 2026,completed
BEN-001257,Anyango,Kamau,F,Uasin Gishu,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,94.5,57.2,complete,2025-07-18,Q3 2025,completed
BEN-001258,Omondi,Onyango,m,MURANGA,Scholarship,Strathmore University,Diploma,2025/2026,79.7,81.5,Completed,2025-11-25,Q4 2025,completed
BEN-001261,Daniel,Ngugi,Male,Kiambu,Scholarship,Maseno University,Bachelor,2025/2026,83.9,65.9,Dropped,2025-11-13,Q4 2025,dropped_out
BEN-001267,Francis,Kariuki,Male,Bungoma,Scholarship,Maseno University,Diploma,2025/2026,78.2,72.3,Completed,2026-03-22,Q1 2026,completed
BEN-001269,Vincent,Hassan,Male,Uasin Gishu,Scholarship,University of Nairobi,Diploma,2025/2026,88.4,58.1,In Progress,2026-05-06,Q2 2026,active
BEN-001271,Kipchoge,Charo,Male,Uasin Gishu,Scholarship,Mount Kenya University,Bachelor,2025/2026,96.7,73.4,In Progress,2026-08-28,Q3 2026,active
BEN-001274,Nyambura,Omondi,Female,Nyeri,Scholarship,Maseno University,Diploma,2025/2026,81.7,67.0,In Progress,2026-01-12,Q1 2026,active
BEN-001275,Wangari,Wekesa,Female,Mombasa,Scholarship,Daystar University,Bachelor,2025/2026,94.0,55.6,In Progress,2026-08-25,Q3 2026,active
BEN-001278,Grace,Kariuki,Female,Mombasa,Scholarship,Kenyatta University,Diploma,2024/2025,99.2,76.4,Completed,2025-07-17,Q3 2025,completed
BEN-001279,Naisula,Rotich,Female,Bungoma,Scholarship,Strathmore University,Bachelor,2026/2027,87.7,74.8,In Progress,2026-09-16,Q3 2026,active
BEN-001284,Joy,Kariuki,Female,Kilifi,Scholarship,Moi University,Master,2024/2025,75.5,59.4,Completed,2025-08-02,Q3 2025,completed
BEN-001285,Odhiambo,Charo,Male,Meru,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,85.2,71.6,In Progress,2025-10-14,Q4 2025,active
BEN-001287,Cherono,Hassan,Female,Bungoma,Scholarship,Daystar University,Bachelor,2025/2026,80.4,57.1,In Progress,2026-02-06,Q1 2026,active
BEN-001290,Odhiambo,Muthoni,Male,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,100.0,43.9,COMPLETED,2025-09-08,Q3 2025,completed
BEN-001292,Amina,Matano,Female,Kisii,Scholarship,University of Nairobi,Diploma,2025/2026,86.2,55.5,Completed,2025-11-01,Q4 2025,completed
BEN-001304,Timothy,Muthoni,Male,Kisii,Scholarship,Moi University,Master,2025/2026,84.2,61.7,In Progress,2026-02-26,Q1 2026,active
BEN-001307,Anyango,Mwangi,Female,Mombasa,Scholarship,Kenyatta University,Bachelor,2025/2026,98.8,60.8,In Progress,2026-03-03,Q1 2026,active
BEN-001311,Timothy,Kiptoo,Male,Nyeri,Scholarship,Maseno University,Bachelor,2026/2027,87.6,81.7,In Progress,2026-09-21,Q3 2026,active
BEN-001317,Neema,Korir,Female,Machakos,Scholarship,Mount Kenya University,Master,2024/2025,96.3,59.6,Completed,2025-08-22,Q3 2025,completed
BEN-001320,Kelvin,Katana,Male,Muranga,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,76.3,67.3,In Progress,2026-05-01,Q2 2026,active
BEN-001321,Zawadi,Mbogo,Female,Kisii,Scholarship,Jomo Kenyatta University,Master,2025/2026,82.3,74.2,complete,2025-09-26,Q3 2025,completed
BEN-001323,Korir,Juma,Male,Nairobi,Scholarship,Moi University,Bachelor,2025/2026,95.4,62.4,In Progress,2026-08-27,Q3 2026,active
BEN-001326,Achieng,Njoroge,Female,Nakuru,Scholarship,Kenyatta University,Bachelor,2025/2026,94.2,60.6,Completed,2026-03-14,Q1 2026,completed
BEN-001337,Kiptoo,Onyango,Male,nairobi,Scholarship,Maseno University,Bachelor,2026/2027,97.9,72.0,In Progress,2026-09-09,Q3 2026,active
BEN-001338,Cheruiyot,Mwangi,Male,Nakuru,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,100.0,91.2,Completed,2025-11-12,Q4 2025,completed
BEN-001340,Onyango,Odhiambo,Male,Muranga,Scholarship,Moi University,Master,2025/2026,100.0,50.8,In Progress,2026-07-28,Q3 2026,active
BEN-001343,Wangari,Mwakio,Female,Nairobi,Scholarship,Moi University,Diploma,2025/2026,88.6,58.1,In Progress,2026-04-26,Q2 2026,active
BEN-001346,Kelvin,Kuria,Male,Kiambu,Scholarship,Kenyatta University,Diploma,2025/2026,91.5,63.5,In Progress,2026-08-20,Q3 2026,active
BEN-001347,Mercy,Kuria,F,Bungoma County,Scholarship,Maseno University,Bachelor,2025/2026,85.5,65.6,In Progress,2026-04-15,Q2 2026,active
BEN-001353,Halima,Otieno,FEMALE,Kisumu,Scholarship,Kenyatta University,Bachelor,2025/2026,86.9,51.4,In Progress,2026-08-18,Q3 2026,active
BEN-001354,Cherono,Rotich,Female,Kiambu,Scholarship,Maseno University,Bachelor,2025/2026,87.2,63.3,In Progress,2026-04-18,Q2 2026,active
BEN-001355,Naisula,Koech,Female,Nyeri,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,86.4,65.1,In Progress,2026-05-24,Q2 2026,active
BEN-001356,Atieno,Kiptoo,Female,Bungoma,Scholarship,Africa Nazarene University,Bachelor,2025/2026,82.3,44.3,In Progress,2026-01-23,Q1 2026,active
BEN-001358,Wanjiru,Muthoni,Female,Nairobi,Scholarship,Strathmore University,Bachelor,2025/2026,100.0,62.8,In Progress,2026-04-21,Q2 2026,active
BEN-001365,Wekesa,Kimani,Male,Kajiado,Scholarship,Africa Nazarene University,Master,2026/2027,93.0,58.1,In Progress,2026-09-07,Q3 2026,active
BEN-001372,Kipchoge,Maina,Male,Nairobi,Scholarship,Moi University,Master,2025/2026,100.0,76.7,Completed,2025-12-27,Q4 2025,completed
BEN-001373,Barasa,Owino,Male,mombasa,Scholarship,Strathmore University,Bachelor,2025/2026,84.3,63.9,Completed,2026-03-30,Q1 2026,completed
BEN-001377,Odhiambo,Wekesa,Male,Mombasa,Scholarship,Kenyatta University,Bachelor,2025/2026,87.1,67.1,In Progress,2026-05-04,Q2 2026,active
BEN-001380,Faith,Maina,Female,Nyeri County,Scholarship,University of Nairobi,Bachelor,2024/2025,97.5,76.0,Dropped,2025-03-14,Q1 2025,dropped_out
BEN-001382,Juma,Omondi,M,Nairobi,Scholarship,University of Nairobi,Bachelor,2024/2025,90.2,74.6,Completed,2025-08-02,Q3 2025,completed
BEN-001383,Cheruiyot,Gitau,Male,UASIN_GISHU,Scholarship,Strathmore University,Diploma,2025/2026,84.4,43.3,Completed,2025-12-12,Q4 2025,completed
BEN-001384,Kilonzo,Charo,Male,Nakuru,Scholarship,Catholic University of Eastern Africa,Master,2024/2025,88.2,58.1,Completed,2025-04-06,Q2 2025,completed
BEN-001389,Rotich,Mwakio,Male,Kiambu,Scholarship,Africa Nazarene University,Bachelor,2025/2026,98.2,53.1,In Progress,2026-07-20,Q3 2026,active
BEN-001398,Emily,Omondi,Female,Kisii,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,72.9,65.8,In Progress,2026-01-05,Q1 2026,active
BEN-001400,Kendi,Onyango,Female,Muranga,Scholarship,Mount Kenya University,Master,2025/2026,85.9,64.6,Completed,2025-09-24,Q3 2025,completed
BEN-001403,Kipchoge,Muthoni,Male,Kilifi,Scholarship,Strathmore University,Diploma,2025/2026,80.1,48.6,In Progress,2025-12-05,Q4 2025,active
BEN-001417,Kelvin,Muthoni,Male,Kiambu,Scholarship,Mount Kenya University,Bachelor,2026/2027,81.9,86.0,In Progress,2026-09-29,Q3 2026,active
BEN-001424,Diana,Kilonzo,Female,Kakamega,Scholarship,University of Nairobi,Bachelor,2024/2025,84.0,60.1,Dropped,2025-07-29,Q3 2025,dropped_out
BEN-001425,Grace,Omondi,Female,Nairobi,Scholarship,Maseno University,Diploma,2024/2025,87.5,55.6,COMPLETED,2025-06-26,Q2 2025,completed
BEN-001430,Kagure,Omondi,Female,Kisumu,Scholarship,Catholic University of Eastern Africa,Bachelor,2024/2025,64.9,60.4,Completed,2025-07-12,Q3 2025,completed
BEN-001431,Nyambura,Nduta,Female,Kiambu,Scholarship,Moi University,Bachelor,2026/2027,97.0,85.9,In Progress,2026-09-12,Q3 2026,active
BEN-001435,Wekesa,Cheruiyot,m,Kiambu,Scholarship,Strathmore University,Bachelor,2024/2025,65.8,57.6,Completed,2025-08-23,Q3 2025,completed
BEN-001438,Beatrice,Musyoka,Female,Kisumu,Scholarship,Mount Kenya University,Diploma,2025/2026,79.8,53.3,In Progress,2026-08-29,Q3 2026,active
BEN-001440,Kamau,Maina,m,Nairobi,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,93.7,100.0,Completed,2025-11-11,Q4 2025,completed
BEN-001445,Cynthia,Ngugi,Female,Machakos,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,73.2,55.2,In Progress,2026-08-18,Q3 2026,active
BEN-001446,Atieno,Achieng,Female,NAIROBI,Scholarship,Maseno University,Bachelor,2025/2026,94.1,72.7,In Progress,2026-08-24,Q3 2026,active
BEN-001450,Francis,Katana,M,Bungoma,Scholarship,University of Nairobi,Master,2025/2026,89.5,51.9,In Progress,2026-07-11,Q3 2026,active
BEN-001451,Brian,Achieng,Male,Kiambu,Scholarship,Jomo Kenyatta University,Diploma,2025/2026,86.7,64.9,complete,2025-10-07,Q4 2025,completed
BEN-001455,Emily,Koech,Female,Kiambu,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,88.7,69.2,In Progress,2026-07-03,Q3 2026,active
BEN-001460,Akinyi,Nduta,Female,Kiambu,Scholarship,Maseno University,Diploma,2025/2026,93.8,54.2,In Progress,2026-03-07,Q1 2026,active
BEN-001466,Juma,Charo,Male,Meru,Scholarship,Maseno University,Bachelor,2025/2026,85.4,67.1,In Progress,2026-06-25,Q2 2026,active
BEN-001467,Wanjiru,Muthoni,Female,Kisii,Scholarship,Maseno University,Bachelor,2025/2026,72.7,53.8,In Progress,2026-02-08,Q1 2026,active
BEN-001468,Kipchoge,Odhiambo,Male,Uasin Gishu,Scholarship,Kenyatta University,Diploma,2025/2026,92.8,52.4,In Progress,2026-02-23,Q1 2026,active
BEN-001470,Akinyi,Katana,Female,Kisii,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,94.2,63.5,complete,2025-09-25,Q3 2025,completed
BEN-001473,Nkatha,Njenga,Female,Uasin Gishu,Scholarship,Moi University,Bachelor,2025/2026,88.3,55.5,In Progress,2026-04-27,Q2 2026,active
BEN-001474,Cynthia,Wafula,Female,Nairobi,Scholarship,Kenyatta University,Bachelor,2025/2026,100.0,90.0,In Progress,2026-03-14,Q1 2026,active
BEN-001477,Esther,Mutua,Female,Kajiado,Scholarship,Maseno University,Bachelor,2024/2025,100.0,54.9,Completed,2025-02-04,Q1 2025,completed
BEN-001478,Joy,Omondi,Female,Mombasa,Scholarship,Strathmore University,Diploma,2025/2026,67.7,60.3,In Progress,2026-02-16,Q1 2026,active
BEN-001479,Atieno,Ngugi,Female,Kakamega,Scholarship,Strathmore University,Bachelor,2024/2025,94.1,62.5,Completed,2025-07-28,Q3 2025,completed
BEN-001480,Francis,Kariuki,Male,Kisii,Scholarship,Africa Nazarene University,Master,2025/2026,76.3,85.9,Completed,2025-09-10,Q3 2025,completed
BEN-001481,Isaac,Musyoka,Male,Kiambu,Scholarship,Jomo Kenyatta University,Bachelor,2024/2025,100.0,78.6,Completed,2025-08-28,Q3 2025,completed
BEN-001483,Cherono,Matano,Female,Kisumu,Scholarship,Kenyatta University,Diploma,2025/2026,82.0,47.9,Dropped,2025-11-16,Q4 2025,dropped_out
BEN-001485,Rotich,Barasa,Male,Kisumu,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,79.7,55.2,Completed,2025-12-18,Q4 2025,completed
BEN-001487,Sharon,Odhiambo,female,Machakos,Scholarship,Daystar University,Bachelor,2025/2026,97.7,72.0,In Progress,2026-02-28,Q1 2026,active
BEN-001488,Mercy,Gitau,Female,Nairobi,Scholarship,Kenyatta University,Bachelor,2024/2025,80.6,77.5,Completed,2025-04-23,Q2 2025,completed
BEN-001492,Caroline,Nyambane,Female,Mombasa,Scholarship,Maseno University,Bachelor,2025/2026,97.2,71.9,Completed,2025-11-16,Q4 2025,completed
BEN-001499,Chebet,Wanjiku,Female,Kajiado,Scholarship,Strathmore University,Bachelor,2025/2026,86.2,59.6,Completed,2026-01-06,Q1 2026,completed
BEN-001501,Mutua,Maina,Male,Nairobi,Scholarship,Maseno University,Master,2024/2025,78.8,69.9,COMPLETED,2025-06-22,Q2 2025,completed
BEN-001503,Mutua,Owino,Male,Kakamega,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,81.8,58.9,Completed,2026-03-05,Q1 2026,completed
BEN-001504,Jerop,Kamau,Female,Kiambu,Scholarship,University of Nairobi,Diploma,2025/2026,91.0,71.5,Completed,2025-09-17,Q3 2025,completed
BEN-001507,Gathoni,Hassan,Female,Nairobi,Scholarship,University of Nairobi,Bachelor,2025/2026,93.7,63.2,In Progress,2026-04-27,Q2 2026,active
BEN-001508,Jerop,Odhiambo,Female,Machakos,Scholarship,Strathmore University,Bachelor,2025/2026,80.5,72.8,In Progress,2026-06-15,Q2 2026,active
BEN-001512,Faith,Juma,Female,Nairobi,Scholarship,Kenyatta University,Diploma,2025/2026,91.6,79.3,In Progress,2025-12-29,Q4 2025,active
BEN-001517,Odhiambo,Matano,Male,Kisumu,Scholarship,Jomo Kenyatta University,Bachelor,2025/2026,70.6,65.5,In Progress,2026-06-30,Q2 2026,active
BEN-001519,Purity,Mutiso,female,Meru,Scholarship,Africa Nazarene University,Master,2025/2026,83.9,70.3,In Progress,2026-01-21,Q1 2026,active
BEN-001522,Anyango,Kamau,Female,Meru,Scholarship,Africa Nazarene University,Bachelor,2025/2026,92.9,71.3,Completed,2025-12-17,Q4 2025,completed
BEN-001528,Faith,Omondi,Female,Kakamega,Scholarship,Strathmore University,Bachelor,2025/2026,75.9,61.4,In Progress,2026-06-24,Q2 2026,active
BEN-001530,Akinyi,Musyoka,Female,Nairobi,Scholarship,Daystar University,Bachelor,2025/2026,92.2,73.4,In Progress,2026-02-21,Q1 2026,active
BEN-001531,Dennis,Kilonzo,Male,Muranga,Scholarship,Moi University,Bachelor,2024/2025,100.0,74.4,Completed,2025-04-29,Q2 2025,completed
BEN-001533,Joy,Hassan,Female,Kajiado,Scholarship,Moi University,Diploma,2024/2025,84.4,66.8,Completed,2025-08-01,Q3 2025,completed
BEN-001535,Zawadi,Owino,Female,Bungoma,Scholarship,Kenyatta University,Bachelor,2026/2027,80.5,48.8,In Progress,2026-09-09,Q3 2026,active
BEN-001538,Mohamed,Odhiambo,Male,Kisumu,Scholarship,Jomo Kenyatta University,Master,2025/2026,79.1,64.8,In Progress,2026-03-22,Q1 2026,active
BEN-001543,Daniel,Nduta,Male,Nairobi,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,84.9,70.0,In Progress,2025-11-28,Q4 2025,active
BEN-001544,Nasieku,Maina,Female,NAIROBI,Scholarship,University of Nairobi,Diploma,2025/2026,80.7,57.4,Completed,2025-12-05,Q4 2025,completed
BEN-001550,Nkatha,Mwangi,Female,Kajiado,Scholarship,Catholic University of Eastern Africa,Bachelor,2025/2026,88.6,78.9,Completed,2025-09-02,Q3 2025,completed
BEN-001554,Faith,Njenga,female,Machakos,Scholarship,Mount Kenya University,Bachelor,2025/2026,98.6,48.3,Dropped,2025-12-17,Q4 2025,dropped_out
BEN-001557,Mutua,Maina,Male,Nairobi,Scholarship,Africa Nazarene University,Diploma,2025/2026,88.8,57.0,In Progress,2025-11-05,Q4 2025,active
